fixed acidity,volatile acidity,sulphates,alcohol,target,sulfate_to_chloride_ratio
6.6,0.855,0.6,11.0,6,0.5649717514124293
7.0,0.56,0.68,10.55,7,0.6384976525821597
6.6,0.88,0.56,9.9,5,0.525328330206379
6.6,0.855,0.6,11.0,6,0.5649717514124293
6.9,0.63,0.56,9.5,5,0.4534412955465588
7.8,0.6,0.52,9.9,5,0.48148148148148145
7.8,0.6,0.52,9.9,5,0.48148148148148145
7.8,0.6,0.52,9.9,5,0.48148148148148145
7.2,0.695,0.54,10.1,5,0.5018587360594795
7.2,0.695,0.54,10.1,5,0.5018587360594795
7.2,0.695,0.54,10.1,5,0.5018587360594795
6.7,0.67,0.82,10.9,6,0.7728557964184731
6.7,0.16,0.71,11.2,6,0.6704438149197356
7.2,0.695,0.54,10.1,5,0.5018587360594795
7.0,0.56,0.59,9.2,5,0.5478180129990715
6.2,0.51,0.57,11.5,6,0.5397727272727272
6.4,0.36,0.93,12.4,6,0.7560975609756098
6.4,0.38,0.65,11.1,6,0.626204238921002
7.3,0.69,0.51,9.5,5,0.4770813844714687
6.0,0.58,0.67,12.5,6,0.6232558139534884
5.6,0.31,0.48,10.5,6,0.44692737430167595
7.5,0.52,0.64,11.8,6,0.6037735849056604
8.0,0.3,0.78,10.8,6,0.7215541165587419
6.2,0.7,0.6,11.9,6,0.5576208178438661
6.8,0.67,0.67,11.3,6,0.599284436493739
6.2,0.56,0.6,11.3,5,0.5698005698005698
7.4,0.35,0.6,11.9,6,0.5617977528089887
6.2,0.56,0.6,11.3,5,0.5698005698005698
6.1,0.715,0.5,11.9,5,0.47483380816714155
6.2,0.46,0.62,9.8,5,0.5772811918063314
6.7,0.32,0.8,11.6,7,0.7540056550424129
7.2,0.39,0.84,11.5,6,0.7879924953095684
7.5,0.31,0.85,11.4,6,0.7981220657276995
5.8,0.61,0.66,10.9,6,0.6191369606003753
7.2,0.66,0.78,12.8,6,0.7303370786516854
6.6,0.725,0.54,9.2,5,0.5032618825722275
6.3,0.55,0.82,11.6,6,0.7613741875580315
5.4,0.74,0.56,11.6,6,0.5142332415059688
6.3,0.51,0.75,11.0,6,0.6970260223048327
6.8,0.62,0.82,9.5,6,0.7677902621722845
6.2,0.6,0.58,10.5,5,0.5321100917431192
5.9,0.55,0.76,11.2,6,0.7156308851224105
6.3,0.51,0.75,11.0,6,0.6970260223048327
5.9,0.645,0.71,10.2,5,0.6604651162790698
6.0,0.31,0.66,11.0,6,0.6185567010309279
